feature,signed_correlation,abs_correlation
teacher_competence_satisfaction_num,0.4702663893167283,0.4702663893167283
importance_of_interest_in_subject_num,0.411586357445289,0.411586357445289
communication_skills_num,0.39967289128204736,0.39967289128204736
self_study_hours_num,0.3878638050233787,0.3878638050233787
use_of_university_resources_num,0.38759594421902904,0.38759594421902904
degree_num,-0.37731102195772354,0.37731102195772354
exam_preparation_hours_num,0.3667971860548869,0.3667971860548869
financial_support_from_family_num,0.3351690815898191,0.3351690815898191
